Rank,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
388,SGF,SG Fleet Group Ltd,$1.57,-0.04,-2.49%,$410.28 M,-48.69%
785,SGH,Slater & Gordon Ltd,$0.68,-0.02,-2.86%,$94.13 M,-51.76%
"1,837",SGI,Stealth Global Holdings Ltd,$0.07,0,0.00%,$6.55 M,-25.00%
445,SGLLV,Ricegrowers Ltd,$5.40,0.1,1.89%,$323.09 M,3.85%
181,SGM,Sims Ltd,$7.75,0.14,1.84%,$1.56 B,-24.17%
"1,921",SGO,Stream Group Ltd,$0.02,0,0.00%,$5.02 M,69.23%
56,SGP,Stockland,$3.22,-0.08,-2.42%,$7.68 B,-30.90%
937,SGQ,ST George Mining Ltd,$0.12,0,0.00%,$60.35 M,0.00%
126,SGR,The Star Entertainment Group Ltd,$2.70,-0.06,-2.17%,$2.56 B,-34.47%
"2,086",SHE,Stonehorse Energy Ltd,$0.01,0,0.00%,$2.37 M,-76.92%
"1,994",SHH,Shree Minerals Ltd,$0.01,0,0.00%,$3.65 M,-14.29%
668,SHJ,Shine Justice Ltd,$0.75,0,0.00%,$129.08 M,14.62%
"2,022",SHK,Stone Resources Australia Ltd,$0.00,0,0.00%,$3.34 M,100.00%
24,SHL,Sonic Healthcare Ltd,$30.90,0,0.00%,$14.68 B,11.75%
"1,014",SHM,Shriro Holdings Ltd,$0.53,0,0.00%,$49.92 M,-1.87%
"1,802",SHO,Sportshero Ltd,$0.02,0.003,15.79%,$7.22 M,-63.93%
343,SHV,Select Harvests Ltd,$5.69,-0.02,-0.35%,$547.26 M,-23.00%
"1,946",SI6,SIX Sigma Metals Ltd,$0.01,0,0.00%,$4.52 M,75.00%
303,SIG,Sigma Healthcare Ltd,$0.66,0.005,0.77%,$693.88 M,10.08%
918,SIH,Sihayo Gold Ltd,$0.03,0,0.00%,$64.12 M,133.33%
"1,911",SIL,Smiles Inclusive Ltd,$0.04,0,0.00%,$5.21 M,-65.29%
"1,048",SIO,Simonds Group Ltd,$0.33,0,0.00%,$46.75 M,-4.41%
273,SIQ,Smartgroup Corporation Ltd,$5.94,-0.27,-4.35%,$789.31 M,-34.29%
"1,978",SIS,Simble Solutions Ltd,$0.02,-0.003,-13.04%,$4.04 M,-68.25%
"1,316",SIT,Site Group International Ltd,$0.03,0,0.00%,$25.24 M,-14.29%
"1,558",SIV,SIV Capital Ltd,$0.36,0,0.00%,$13.94 M,-48.55%
"1,710",SIX,Sprintex Ltd,$0.10,0,0.00%,$9.50 M,0.00%
171,SKC,Skycity Entertainment Group Ltd,$2.25,-0.04,-1.75%,$1.71 B,-40.95%
"1,134",SKF,SKYFII Ltd,$0.13,0,0.00%,$38.82 M,-16.13%
100,SKI,Spark Infrastructure Group,$2.22,0.01,0.45%,$3.82 B,-8.64%
"1,306",SKN,Skin Elements Ltd,$0.08,0,0.00%,$25.84 M,324.22%
464,SKO,Serko Ltd,$3.18,0,0.00%,$294.95 M,-21.48%
497,SKT,Sky Network Television Ltd,$0.14,0,0.00%,$244.48 M,-75.70%
973,SKY,SKY Metals Ltd,$0.23,0,0.00%,$55.50 M,400.00%
"1,996",SL1,SYMBOL Mining Ltd,$0.01,0,0.00%,$3.64 M,0.00%
403,SLC,Superloop Ltd,$1.06,-0.01,-0.94%,$387.82 M,0.40%
365,SLF,SPDR S&P/ASX 200 Listed Property Fund,$10.06,-0.02,-0.20%,$464.27 M,-31.89%
243,SLK,Sealink Travel Group Ltd,$4.43,0.03,0.68%,$967.51 M,22.30%
662,SLM,Salmat Ltd,$0.67,0,0.00%,$132.78 M,34.34%
152,SLR,Silver Lake Resources Ltd,$2.32,0.06,2.66%,$2.04 B,93.33%
707,SLX,SILEX Systems Ltd,$0.69,-0.01,-1.44%,$118.35 M,34.31%
"1,676",SLZ,Sultan Resources Ltd,$0.19,0.01,5.56%,$10.23 M,222.03%
215,SM1,Synlait Milk Ltd,$6.65,0.25,3.91%,$1.19 B,-24.17%
"1,091",SMC,Strategic Minerals Corporation NL,$0.44,0,0.00%,$42.46 M,-3.75%
"1,230",SMG,Soon Mining Ltd,$0.20,0,0.00%,$31.64 M,0.00%
"1,976",SMI,Santana Minerals Ltd,$0.00,0,0.00%,$4.07 M,-50.00%
"1,195",SMLL,Betashares Aust Small Companies Select Fund (Managed Fund),$3.12,-0.05,-1.58%,$34.18 M,-10.09%
924,SMN,Structural Monitoring Systems Plc,$0.53,0,0.00%,$62.15 M,-30.46%
665,SMP,Smartpay Holdings Ltd,$0.63,-0.01,-1.56%,$131.96 M,240.54%
571,SMR,Stanmore Coal Ltd,$0.67,-0.015,-2.19%,$181.17 M,-53.36%
"1,361",SMX,Security Matters Ltd,$0.26,-0.005,-1.92%,$22.69 M,-44.57%
919,SNC,Sandon Capital Investments Ltd,$0.59,0,0.00%,$64.09 M,-28.49%
963,SND,Saunders International Ltd,$0.55,0,0.00%,$56.57 M,66.67%
591,SNL,Supply Network Ltd,$4.14,-0.02,-0.48%,$168.75 M,12.50%
"1,065",SNS,Sensen Networks Ltd,$0.10,0.005,5.26%,$44.72 M,0.00%
186,SNZ,Summerset Group Holdings Ltd,$6.55,-0.01,-0.15%,$1.49 B,22.66%
543,SO4,Salt Lake Potash Ltd,$0.59,0.01,1.74%,$206.67 M,-22.00%
87,SOL,Washington H Soul Pattinson & Company Ltd,$19.82,-0.1,-0.50%,$4.74 B,-12.57%
756,SOM,Somnomed Ltd,$1.24,-0.04,-3.13%,$102.62 M,-6.81%
"1,703",SOP,Synertec Corporation Ltd,$0.04,0.001,2.94%,$9.66 M,-12.50%
"1,394",SOR,Strategic Elements Ltd,$0.07,-0.001,-1.33%,$21.19 M,85.00%
"1,944",SP3,Spectur Ltd,$0.06,-0.003,-4.76%,$4.54 M,-42.86%
54,SPK,Spark New Zealand Ltd,$4.36,0.03,0.69%,$8.01 B,17.20%
374,SPL,Starpharma Holdings Ltd,$1.18,0.005,0.43%,$437.76 M,-11.99%
"1,808",SPQ,Superior Resources Ltd,$0.01,0.001,16.67%,$7.12 M,6.67%
384,SPT,Splitit Payments Ltd,$1.62,0.05,3.19%,$416.10 M,224.00%
"1,102",SPY,SPDR S&P 500 ETF Trust,$449.93,-2.47,-0.55%,$41.40 M,4.85%
"1,169",SPZ,Smart Parking Ltd,$0.10,0.003,3.09%,$35.92 M,-4.76%
724,SRG,SRG Global Ltd,$0.25,0,0.00%,$111.45 M,-50.50%
"1,784",SRH,Saferoads Holdings Ltd,$0.21,0,0.00%,$7.64 M,5.00%
"1,692",SRI,Sipa Resources Ltd,$0.07,-0.001,-1.41%,$9.96 M,-35.19%
"1,665",SRK,Strike Resources Ltd,$0.05,-0.003,-5.56%,$10.56 M,4.08%
"2,075",SRN,Surefire Resources NL,$0.00,0,0.00%,$2.51 M,33.33%
538,SRV,Servcorp Ltd,$2.18,0.01,0.46%,$211.06 M,-39.11%
"1,954",SRY,Story-I Ltd,$0.01,0,0.00%,$4.44 M,-20.00%
"1,955",SRZ,Stellar Resources Ltd,$0.01,0,0.00%,$4.43 M,-16.67%
814,SSG,Shaver Shop Group Ltd,$0.68,-0.005,-0.74%,$85.36 M,48.35%
975,SSL,Sietel Ltd,$6.90,0,0.00%,$55.25 M,-4.17%
"2,187",SSLPA,Sietel Ltd,$1.00,0,0.00%,$75.00 TH,0.00%
275,SSM,Service Stream Ltd,$1.89,-0.015,-0.79%,$769.13 M,-35.67%
"1,379",SSO,SPDR S&P/ASX Small Ordinaries Fund,$14.38,0,0.00%,$21.82 M,-7.41%
459,SST,Steamships Trading Company Ltd,$9.65,0.09,0.94%,$299.23 M,-39.31%
718,ST1,Spirit Telecom Ltd,$0.25,-0.005,-1.96%,$114.98 M,-1.96%
733,STA,Strandline Resources Ltd,$0.26,-0.01,-3.77%,$108.83 M,88.89%
"2,040",STC,Sinetech Ltd,$0.00,0,0.00%,$3.04 M,0.00%
"1,031",STG,Straker Translations Ltd,$0.91,0.02,2.25%,$48.36 M,-56.67%
"1,422",STM,Sunstone Metals Ltd,$0.01,-0.001,-10.00%,$19.89 M,-74.29%
903,STN,Saturn Metals Ltd,$0.76,-0.005,-0.66%,$66.40 M,115.71%
40,STO,Santos Ltd,$5.19,-0.1,-1.89%,$10.81 B,-25.11%
101,STW,SPDR S&P/ASX 200 Fund,$54.88,-0.4,-0.72%,$3.72 B,-11.90%
427,STX,Strike Energy Ltd,$0.20,0,0.00%,$341.25 M,222.58%
824,SUBD,Vaneck Vectors Australian Subordinated Debt ETF,$24.67,0.02,0.08%,$82.89 M,-1.52%
"1,964",SUD,Suda Pharmaceuticals Ltd,$0.03,-0.001,-3.23%,$4.27 M,-64.59%
"2,028",SUH,Southern Hemisphere Mining Ltd,$0.03,0.002,7.14%,$3.26 M,-25.00%
168,SUL,Super Retail Group Ltd,$7.95,-0.05,-0.63%,$1.75 B,-14.67%
36,SUN,Suncorp Group Ltd,$8.78,-0.05,-0.57%,$11.24 B,-35.61%
"1,463",SUP,Superior Lake Resources Ltd,$0.13,0,0.00%,$17.87 M,-26.47%
"1,707",SVA,Simavita Ltd,$0.02,0,0.00%,$9.58 M,0.00%
"1,688",SVD,Scandivanadium Ltd,$0.03,0,0.00%,$9.99 M,188.89%
"1,609",SVH,Silver Heritage Group Ltd,$0.01,0,0.00%,$12.61 M,0.00%
725,SVL,Silver Mines Ltd,$0.11,-0.01,-8.33%,$111.03 M,115.69%
822,SVM,Sovereign Metals Ltd,$0.22,0.005,2.38%,$82.97 M,59.26%
"2,058",SVS,Sunvest Corporation Ltd,$0.23,0,0.00%,$2.80 M,9.52%
78,SVW,Seven Group Holdings Ltd,$16.79,-0.54,-3.12%,$5.70 B,-11.31%
642,SVY,Stavely Minerals Ltd,$0.67,0,0.00%,$142.18 M,189.13%
"1,468",SW1,Swift Media Ltd,$0.04,0.001,2.56%,$17.62 M,-77.62%
684,SWF,Selfwealth Ltd,$0.64,-0.03,-4.51%,$124.82 M,309.68%
"1,126",SWK,Swick Mining Services Ltd,$0.13,0.005,4.00%,$39.22 M,-43.48%
646,SWM,Seven West Media Ltd,$0.09,-0.003,-3.16%,$141.50 M,-78.35%
853,SWTZ,Switzer Dividend Growth Fund (Managed Fund),$2.18,0,0.00%,$76.42 M,-14.84%
"1,896",SXA,Strata-X Energy Ltd,$0.06,0,0.00%,$5.41 M,0.00%
752,SXE,Southern Cross Electrical Engineering Ltd,$0.42,0,0.00%,$104.00 M,-21.50%
367,SXL,Southern Cross Media Group Ltd,$0.18,0,0.00%,$462.37 M,-86.69%
"1,898",SXX,Southern Cross Exploration N.L.,$0.01,0,0.00%,$5.39 M,0.00%
430,SXY,SENEX Energy Ltd,$0.23,0,0.00%,$335.30 M,-32.35%
"1,327",SYA,Sayona Mining Ltd,$0.01,-0.001,-9.09%,$24.69 M,27.84%
34,SYD,Sydney Airport,$5.30,-0.06,-1.12%,$11.98 B,-34.57%
602,SYI,SPDR MSCI Australia Select High Dividend Yield Fund,$24.65,-0.26,-1.04%,$161.12 M,-17.83%
670,SYR,Syrah Resources Ltd,$0.31,-0.01,-3.13%,$128.60 M,-68.21%
"2,080",SYS,SYNGAS Limited,$0.00,0,0.00%,$2.45 M,0.00%
"1,818",SYT,Syntonic Ltd,$0.00,0,0.00%,$6.94 M,-60.00%
330,SZL,Sezzle Inc,$6.95,0,0.00%,$584.12 M,215.91%
"2,159",T3D,333D Ltd,$0.00,0,0.00%,$1.07 M,0.00%
65,TAH,Tabcorp Holdings Ltd,$3.24,0,0.00%,$6.58 B,-30.47%
848,TAM,Tanami Gold NL,$0.07,0.003,4.76%,$77.56 M,32.00%
"2,053",TAO,TAO Commodities Ltd,$0.09,-0.01,-10.00%,$2.82 M,0.00%
"1,177",TAP,TAP Oil Ltd,$0.08,0,0.00%,$35.09 M,-28.70%
"1,565",TAR,Taruga Minerals Ltd,$0.04,-0.002,-5.41%,$13.67 M,65.68%
"1,495",TAS,Tasman Resources Ltd,$0.03,-0.001,-3.13%,$16.36 M,-53.89%
407,TBR,Tribune Resources Ltd,$7.17,-0.02,-0.28%,$376.20 M,2.43%
12,TCL,Transurban Group,$13.57,-0.16,-1.17%,$37.12 B,-11.94%
"1,805",TCN,Techniche Ltd,$0.03,0,0.00%,$7.16 M,54.55%
"1,579",TCO,Transmetro Corporation Ltd,$1.00,0,0.00%,$13.38 M,-16.67%
"1,412",TD1,Tali Digital Ltd,$0.03,0.001,3.85%,$20.23 M,125.00%
796,TDI,360 Capital Digital Infrastructure Fund,$1.60,0.1,6.69%,$91.66 M,-20.25%
950,TDL,TBG Diagnostics Ltd,$0.27,0,0.00%,$58.75 M,671.43%
"1,436",TDO,3D Oil Ltd,$0.07,0,0.00%,$19.09 M,-20.00%
"1,530",TDY,Thedocyard Ltd,$0.22,-0.005,-2.22%,$15.37 M,-10.20%
644,TECH,ETFs Morningstar Global Technology ETF,$84.40,0.82,0.98%,$141.64 M,15.63%
"1,637",TEG,Triangle Energy (Global) Ltd,$0.03,-0.001,-3.03%,$11.54 M,-60.98%
896,TEK,Thorney Technologies Ltd,$0.27,0.005,1.92%,$68.18 M,6.00%
711,TER,Terracom Ltd,$0.16,0,0.00%,$116.81 M,-70.48%
"1,292",TFL,Tasfoods Ltd,$0.10,-0.001,-1.01%,$26.78 M,-27.41%
"1,255",TGA,Thorn Group Ltd,$0.09,0.003,3.33%,$29.98 M,-64.83%
876,TGF,Tribeca Global Natural Resources Ltd,$1.16,0.05,4.51%,$72.30 M,-47.27%
525,TGG,Templeton Global Growth Fund Ltd,$1.14,-0.005,-0.44%,$226.64 M,-10.28%
"1,142",TGH,Terragen Holdings Ltd,$0.22,0.03,16.22%,$38.08 M,7.50%
655,TGM,Theta Gold Mines Ltd,$0.31,0.005,1.64%,$136.91 M,106.67%
836,TGN,Tungsten Mining NL,$0.11,0,0.00%,$80.89 M,-53.33%
"1,789",TGO,Trimantium Growthops Ltd,$0.05,0,0.00%,$7.60 M,-90.48%
559,TGP,360 Capital Group,$0.83,-0.02,-2.35%,$191.62 M,-20.95%
277,TGR,Tassal Group Ltd,$3.67,-0.03,-0.81%,$767.47 M,-24.95%
"1,009",THC,THC Global Group Ltd,$0.30,0.005,1.70%,$50.41 M,-41.18%
"2,002",THD,Thred Ltd,$0.00,0,0.00%,$3.58 M,100.00%
"2,085",THR,Thor Mining Plc,$0.01,0,0.00%,$2.39 M,-57.14%
"1,457",TIA,Tian An Australia Ltd,$0.21,0,0.00%,$18.19 M,-53.33%
501,TIE,Tietto Minerals Ltd,$0.68,0.065,10.57%,$242.53 M,325.00%
932,TIG,Tigers Realm Coal Ltd,$0.01,0,0.00%,$60.92 M,-79.87%
"1,923",TIN,TNT Mines Ltd,$0.15,0,0.00%,$5.00 M,31.82%
960,TIP,Teaminvest Private Group Ltd,$0.52,-0.005,-0.96%,$57.28 M,-42.78%
"2,057",TKF,Tikforce Ltd,$0.00,0,0.00%,$2.80 M,0.00%
"2,000",TKL,Traka Resources Ltd,$0.01,0,0.00%,$3.60 M,-40.00%
"1,711",TKM,Trek Metals Ltd,$0.05,0,0.00%,$9.44 M,68.75%
647,TLG,Talga Resources Ltd,$0.58,-0.04,-6.45%,$141.36 M,33.33%
"1,243",TLM,Talisman Mining Ltd,$0.17,-0.015,-8.33%,$30.79 M,111.54%
11,TLS,Telstra Corporation Ltd,$3.50,-0.01,-0.29%,$41.63 B,-10.26%
182,TLT,Tilt Renewables Ltd,$3.30,0.05,1.54%,$1.55 B,41.63%
397,TLX,TELIX Pharmaceuticals Ltd,$1.55,-0.01,-0.64%,$393.30 M,0.98%
"2,054",TMG,Trigg Mining Ltd,$0.07,0.006,9.38%,$2.81 M,-50.00%
"1,150",TMH,The Market Herald Ltd,$0.20,0,0.00%,$37.79 M,15.71%
"1,900",TMK,Tamaska Oil and Gas Ltd,$0.01,0,0.00%,$5.34 M,50.00%
"1,972",TML,Timah Resources Ltd,$0.05,0,0.00%,$4.13 M,-22.41%
"1,353",TMR,Tempus Resources Ltd,$0.37,0,0.00%,$23.30 M,131.25%
"1,330",TMT,Technology Metals Australia Ltd,$0.20,-0.01,-4.76%,$24.48 M,-14.89%
"1,920",TMX,Terrain Minerals Ltd,$0.01,-0.002,-22.22%,$5.06 M,250.00%
"1,969",TMZ,Thomson Resources Ltd,$0.04,0.002,6.06%,$4.16 M,93.33%
120,TNE,Technology One Ltd,$8.74,-0.11,-1.24%,$2.79 B,8.04%
770,TNG,TNG Ltd,$0.09,0.001,1.14%,$100.09 M,-15.24%
"1,002",TNK,Think Childcare Group,$0.85,0.005,0.59%,$51.90 M,-47.53%
"2,178",TNP,Triple Energy Ltd,$0.01,0,0.00%,$431.98 TH,-60.00%
"1,701",TNR,Torian Resources Ltd,$0.02,-0.001,-5.26%,$9.79 M,87.50%
"2,176",TNRR,Torian Resources Ltd,$0.00,0,0.00%,$543.89 TH,0.00%
"1,085",TNT,Tesserent Ltd,$0.08,0.001,1.21%,$42.99 M,90.91%
"1,099",TNY,Tinybeans Group Ltd,$0.91,0.02,2.25%,$41.66 M,-16.13%
"1,281",TOE,Toro Energy Ltd,$0.01,0,0.00%,$27.46 M,-52.38%
"2,166",TOM,Tomizone Ltd,$0.00,0,0.00%,$850.40 TH,-60.00%
922,TON,Triton Minerals Ltd,$0.06,-0.001,-1.75%,$63.53 M,-1.75%
786,TOP,Thorney Opportunities Ltd,$0.47,-0.007,-1.47%,$94.03 M,-31.39%
685,TOT,360 Capital REIT,$0.90,0,0.00%,$124.23 M,-23.83%
"1,432",TOU,Tlou Energy Ltd,$0.04,0,0.00%,$19.36 M,-61.25%
"1,695",TPC,TPC Consolidated Ltd,$0.88,-0.02,-2.22%,$9.89 M,151.43%
"2,121",TPD,Talon Petroleum Ltd,$0.00,0,0.00%,$1.78 M,-50.00%
22,TPG,TPG Telecom Ltd,$8.37,-0.36,-4.12%,$15.56 B,-5.96%
51,TPM,TPG Telecom Ltd,$8.93,0,0.00%,$8.29 B,35.30%
"1,433",TPO,Tian Poh Resources Ltd,$0.05,0,0.00%,$19.33 M,-44.44%
"1,387",TPP,Tempo Australia Ltd,$0.06,0.001,1.72%,$21.40 M,-12.96%
"1,664",TPS,Threat Protect Australia Ltd,$0.04,0,0.00%,$10.60 M,-74.12%
254,TPW,Temple & Webster Group Ltd,$7.60,0.82,12.09%,$915.25 M,400.00%
570,TRA,Turners Automotive Group Ltd,$2.15,0,0.00%,$183.94 M,-1.38%
"2,072",TRL,Tanga Resources Ltd,$0.02,-0.001,-4.35%,$2.57 M,-45.00%
"2,070",TRM,Truscott Mining Corporation Ltd,$0.02,0.003,15.79%,$2.59 M,144.44%
468,TRS,The Reject Shop Ltd,$7.55,0.13,1.75%,$288.23 M,279.14%
"1,728",TRT,Todd River Resources Ltd,$0.04,0,0.00%,$8.88 M,-17.12%
980,TRY,Troy Resources Ltd,$0.09,0,0.00%,$54.99 M,0.00%
"1,794",TSC,Twenty Seven Co. Ltd,$0.01,0,0.00%,$7.43 M,150.00%
"1,229",TSL,Titanium Sands Ltd,$0.07,-0.001,-1.52%,$31.67 M,282.35%
"1,186",TSO,Tesoro Resources Ltd,$0.08,-0.003,-3.53%,$34.51 M,656.42%
"2,141",TTA,TTA Holdings Ltd,$0.01,0,0.00%,$1.37 M,-41.18%
"1,157",TTB,Total Brain Ltd,$0.34,-0.035,-9.33%,$36.82 M,36.00%
"1,704",TTI,Traffic Technologies Ltd,$0.02,-0.001,-4.76%,$9.64 M,-4.76%
"2,140",TTL,Transcendence Technologies Ltd,$0.01,0,0.00%,$1.39 M,-33.33%
687,TTM,Titan Minerals Ltd,$0.13,-0.02,-13.79%,$124.10 M,-32.43%
721,TTT,Titomic Ltd,$0.74,-0.075,-9.20%,$113.41 M,-63.73%
411,TUA,Tuas Ltd,$0.80,-0.005,-0.62%,$371.13 M,18.52%
"1,393",TV2,TV2U International Ltd,$0.01,0,0.00%,$21.21 M,-20.00%
862,TWD,Tamawood Ltd,$2.72,0.08,3.03%,$75.11 M,-21.39%
57,TWE,Treasury Wine Estates Ltd,$10.52,-0.43,-3.93%,$7.58 B,-35.70%
512,TWR,Tower Ltd,$0.56,0,0.00%,$234.01 M,-23.45%
"1,313",TYM,TYMLEZ Group Ltd,$0.13,0,0.00%,$25.32 M,-14.51%
156,TYR,Tyro Payments Ltd,$3.81,0.11,2.97%,$1.90 B,12.72%
"1,883",TYX,Tyranna Resources Ltd,$0.01,0,0.00%,$5.59 M,0.00%
"1,991",TZL,TZ Ltd,$0.04,0.006,17.65%,$3.67 M,-60.00%
781,TZN,Terramin Australia Ltd,$0.05,-0.01,-18.18%,$95.25 M,-35.64%
"1,058",UBI,Universal Biosensors Inc,$0.26,0.005,2.00%,$45.25 M,4.08%
"1,010",UBN,Urbanise.com Ltd,$0.07,0,0.00%,$50.18 M,126.67%
"1,103",UCM,Uscom Ltd,$0.28,0.02,7.84%,$41.20 M,103.70%
"1,553",UCW,UCW Ltd,$0.12,0,0.00%,$14.10 M,-4.00%
819,UMAX,Betashares S&P 500 Yield Maximiser Fund (Managed Fund),$17.55,0.12,0.69%,$83.27 M,-13.55%
211,UMG,United Malt Group Ltd,$4.16,0.04,0.97%,$1.24 B,1.46%
"1,699",UNL,United Networks Ltd,$0.03,0,0.00%,$9.81 M,108.33%
425,UOS,United Overseas Australia Ltd,$0.72,0,0.00%,$344.10 M,-5.30%
690,URF,US Masters Residential Property Fund,$0.33,-0.005,-1.52%,$123.85 M,-63.07%
233,URW,Unibail-Rodamco-Westfield,$4.07,-0.02,-0.49%,$1.04 B,-61.05%
460,USD,Betashares U.S. Dollar ETF,$13.87,0.09,0.65%,$297.64 M,0.36%
"2,090",UTR,Ultracharge Limited,$0.00,0,0.00%,$2.25 M,-66.67%
"2,129",UUL,Ultima United Ltd,$0.06,0,0.00%,$1.61 M,139.13%
"2,168",UUV,UUV Aquabotix Ltd,$0.00,0,0.00%,$791.91 TH,-81.14%
"2,131",UUVRB,UUV Aquabotix Ltd,$0.00,0,0.00%,$1.58 M,0.00%
322,UWL,Uniti Group Ltd,$1.50,0.05,3.45%,$613.22 M,3.09%
444,VACF,Vanguard Australian Corp Fixed Interest INDEX ETF,$53.01,0.06,0.11%,$323.31 M,0.40%
562,VAE,Vanguard Ftse Asia Ex Japan Shares INDEX ETF,$70.66,-0.8,-1.12%,$189.80 M,6.45%
200,VAF,Vanguard Australian Fixed Interest INDEX ETF,$52.23,0.12,0.23%,$1.36 B,0.87%
290,VAH,Virgin Australia Holdings Ltd,$0.09,0,0.00%,$726.29 M,-47.88%
"1,876",VAL,Valor Resources Ltd,$0.00,0,0.00%,$5.76 M,-40.00%
740,VAN,Vango Mining Ltd,$0.13,0.005,4.00%,$108.08 M,-25.71%
191,VAP,Vanguard Australian Property Securities INDEX ETF,$68.00,-0.23,-0.34%,$1.44 B,-27.66%
"1,956",VAR,Variscan Mines Ltd,$0.02,0.001,5.00%,$4.41 M,-47.50%
84,VAS,Vanguard Australian Shares INDEX ETF,$75.12,-0.54,-0.71%,$5.15 B,-11.61%
818,VBLD,Vanguard Global Infrastructure INDEX ETF,$52.82,-0.46,-0.86%,$83.55 M,-9.56%
631,VBND,Vanguard Global Aggregate Bond INDEX (Hedged) ETF,$54.35,0.11,0.20%,$148.28 M,3.35%
"1,503",VBS,Vectus Biosystems Ltd,$0.68,0,0.00%,$16.09 M,100.00%
540,VCF,Vanguard International Credit Securities INDEX (Hedged) ETF,$50.96,0.03,0.06%,$210.39 M,3.18%
76,VCX,Vicinity Centres,$1.32,-0.01,-0.75%,$5.98 B,-49.62%
504,VDBA,Vanguard Diversified Balanced INDEX ETF,$54.00,-0.22,-0.41%,$241.39 M,-2.28%
746,VDCO,Vanguard Diversified Conservative INDEX ETF,$54.50,-0.2,-0.37%,$105.60 M,0.00%
509,VDGR,Vanguard Diversified Growth INDEX ETF,$52.65,-0.52,-0.98%,$236.29 M,-4.67%
414,VDHG,Vanguard Diversified High Growth INDEX ETF,$52.00,-0.39,-0.74%,$364.38 M,-6.14%
108,VEA,Viva Energy Group Ltd,$1.67,-0.03,-1.77%,$3.25 B,-25.11%
"1,309",VEC,Vector Resources Ltd,$0.01,0,0.00%,$25.66 M,0.00%
961,VEE,Veem Ltd,$0.44,0.02,4.76%,$57.20 M,-18.52%
"1,482",VEFI,Vanguard Ethically Conscious GLB Agg Bond INDEX (Hedged) ETF,$54.85,0.11,0.20%,$16.74 M,3.37%
"1,320",VEN,Vintage Energy Ltd,$0.08,0.001,1.24%,$25.03 M,-47.10%
584,VEQ,Vanguard Ftse Europe Shares ETF,$52.15,-1.11,-2.08%,$171.59 M,-7.86%
738,VESG,Vanguard Ethically Conscious International Shares INDEX ETF,$56.20,-0.37,-0.65%,$108.26 M,6.60%
178,VEU,Vanguard All-World Ex-US Shares INDEX ETF,$70.35,-0.75,-1.06%,$1.57 B,-4.57%
282,VG1,Vgi Partners Global Investments Ltd,$1.85,0.015,0.82%,$752.80 M,-21.28%
373,VG8,Vgi Partners Asian Investments Ltd,$1.99,-0.02,-1.00%,$443.01 M,-14.22%
246,VGAD,Vanguard MSCI INDEX International Shares (Hedged) ETF,$70.58,-1,-1.40%,$959.56 M,0.31%
359,VGB,Vanguard Australian Government Bond INDEX ETF,$53.45,0.12,0.23%,$481.11 M,1.25%
415,VGE,Vanguard Ftse Emerging Markets Shares ETF,$68.66,-0.84,-1.21%,$363.57 M,-0.35%
340,VGI,VGI Partners Ltd,$7.89,0.46,6.19%,$550.57 M,-36.63%
474,VGL,Vista Group International Ltd,$1.21,-0.045,-3.60%,$275.48 M,-77.10%
"1,524",VGMF,Vanguard Global Multi-Factor Active ETF (Managed Fund),$44.69,-0.31,-0.69%,$15.59 M,-12.24%
151,VGS,Vanguard MSCI INDEX International Shares ETF,$77.18,-0.62,-0.80%,$2.07 B,0.89%
422,VHT,Volpara Health Technologies Ltd,$1.40,-0.04,-2.78%,$349.00 M,-15.66%
206,VHY,Vanguard Australian Shares High Yield ETF,$51.56,-0.52,-1.00%,$1.29 B,-16.96%
"2,126",VIA,Viagold Rare Earth Resources Holdings Ltd,$0.02,0.002,11.11%,$1.67 M,-33.33%
"1,806",VIC,Victory Mines Ltd,$0.00,0.001,100.00%,$7.16 M,100.00%
361,VIF,Vanguard International Fixed Interest INDEX (Hedged) ETF,$50.77,0.02,0.04%,$472.48 M,1.66%
"1,477",VIG,Victor Group Holdings Ltd,$0.03,0,0.00%,$17.17 M,0.00%
"1,075",VII,Vietnam Industrial Investments Ltd,$0.31,0,0.00%,$44.11 M,3.33%
"1,106",VIP,VIP Gloves Ltd,$0.06,0.005,10.00%,$41.01 M,41.03%
"1,219",VISM,Vanguard MSCI International Small Companies INDEX ETF,$46.70,-0.66,-1.39%,$32.31 M,-10.54%
"1,566",VIV,Vivid Technology Ltd,$0.03,0,0.00%,$13.61 M,0.00%
"2,013",VKA,Viking Mines Ltd,$0.01,0,0.00%,$3.45 M,0.00%
774,VLC,Vanguard MSCI Australian Large Companies INDEX ETF,$60.44,-0.25,-0.41%,$97.94 M,-13.66%
"1,235",VLS,Vita Life Sciences Ltd,$0.58,0,0.00%,$31.10 M,-20.14%
979,VLT,Vault Intelligence Ltd,$0.43,0.005,1.18%,$55.04 M,104.76%
"1,108",VMC,Venus Metals Corporation Ltd,$0.27,-0.015,-5.26%,$40.79 M,86.21%
"1,559",VMG,VDM Group Ltd,$0.00,0,0.00%,$13.86 M,0.00%
"1,616",VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund),$53.07,-0.22,-0.41%,$12.21 M,-7.43%
"1,308",VML,Vital Metals Ltd,$0.01,0.001,9.09%,$25.71 M,0.00%
"1,348",VMS,Venture Minerals Ltd,$0.03,0.001,3.57%,$23.43 M,20.83%
